Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Haiti,Estimated number of children living with HIV,Total,2022,5400,Units,Number,Estimated value,Free,3800,7000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of children living with HIV,Total,2023,5100,Units,Number,Estimated value,Free,3600,6700,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2010,6,Units,%,Estimated value,Free,5,7,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2011,8,Units,%,Estimated value,Free,7,9,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2012,11,Units,%,Estimated value,Free,9,13,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2013,14,Units,%,Estimated value,Free,12,16,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2014,20,Units,%,Estimated value,Free,16,23,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2015,22,Units,%,Estimated value,Free,18,25,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2016,20,Units,%,Estimated value,Free,16,23,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2017,35,Units,%,Estimated value,Free,29,42,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2018,36,Units,%,Estimated value,Free,29,43,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2019,46,Units,%,Estimated value,Free,38,55,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2020,55,Units,%,Estimated value,Free,45,65,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2021,53,Units,%,Estimated value,Free,43,64,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2022,53,Units,%,Estimated value,Free,43,65,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),Total,2023,51,Units,%,Estimated value,Free,41,63,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Under 15 years old
Haiti,Mother-to-child HIV transmission rate,Total,2010,24.1,Units,Rate per 100 of Population,Estimated value,Free,22.2,25.7,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2011,15.9,Units,Rate per 100 of Population,Estimated value,Free,13,18.5,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2012,11.1,Units,Rate per 100 of Population,Estimated value,Free,9.8,13.8,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2013,13,Units,Rate per 100 of Population,Estimated value,Free,12.1,14.7,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2014,15.6,Units,Rate per 100 of Population,Estimated value,Free,13.4,18.3,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2015,16.3,Units,Rate per 100 of Population,Estimated value,Free,13.9,18.4,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2016,17.8,Units,Rate per 100 of Population,Estimated value,Free,15.2,20.1,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2017,15.9,Units,Rate per 100 of Population,Estimated value,Free,13.3,18.4,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2018,14.1,Units,Rate per 100 of Population,Estimated value,Free,12.1,16.6,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2019,12.8,Units,Rate per 100 of Population,Estimated value,Free,11,15.6,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2020,15.2,Units,Rate per 100 of Population,Estimated value,Free,12.7,17.8,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2021,15.7,Units,Rate per 100 of Population,Estimated value,Free,13.2,18.5,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2022,16.5,Units,Rate per 100 of Population,Estimated value,Free,14.2,19.4,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,Mother-to-child HIV transmission rate,Total,2023,16.6,Units,Rate per 100 of Population,Estimated value,Free,14.3,19.8,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,Total
Haiti,"Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Female,2006,32,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005-06,,,End of fieldwork,,2005 to 2009,15 to 24 years old
Haiti,"Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Female,2012,35,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2010 to 2014,15 to 24 years old
Haiti,"Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Female,2017,38,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-17,,,End of fieldwork,,2015 to 2019,15 to 24 years old
Haiti,"Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Male,2006,40,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005-06,,,End of fieldwork,,2005 to 2009,15 to 24 years old
Haiti,"Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Male,2012,28,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2010 to 2014,15 to 24 years old
Haiti,"Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Male,2017,36,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-17,,,End of fieldwork,,2015 to 2019,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Female,2000,12,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2000,,,End of fieldwork,,2000 to 2004,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Female,2006,66,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005-06,,,End of fieldwork,,2005 to 2009,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Female,2012,83,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2010 to 2014,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Female,2017,83,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-17,,,End of fieldwork,,2015 to 2019,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Male,2000,34,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2000,,,End of fieldwork,,2000 to 2004,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Male,2006,68,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005-06,,,End of fieldwork,,2005 to 2009,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Male,2012,77,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2010 to 2014,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Male,2017,79,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-17,,,End of fieldwork,,2015 to 2019,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Female,2006,12,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005-06,,,End of fieldwork,,2005 to 2009,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Female,2012,35,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2010 to 2014,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Female,2017,39,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-17,,,End of fieldwork,,2015 to 2019,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Male,2006,6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005-06,,,End of fieldwork,,2005 to 2009,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Male,2012,16,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2010 to 2014,15 to 24 years old
Haiti,Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Male,2017,23,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-17,,,End of fieldwork,,2015 to 2019,15 to 24 years old
,,,,,,,,,,,,,,,,,,,,
